location_base,h3_resolution,h3_index,trip_count,passenger_count
DROPOFF,8,882a1008b9fffff,10093,16927
DROPOFF,8,882a1008bbfffff,12936,21527
DROPOFF,8,882a1008c1fffff,857,1473
DROPOFF,8,882a1008c3fffff,3176,5383
DROPOFF,8,882a1008c7fffff,395,697
DROPOFF,8,882a1008c9fffff,1479,2412
DROPOFF,8,882a1008cbfffff,1226,2023
DROPOFF,8,882a1008cdfffff,2,2
DROPOFF,8,882a1008d1fffff,2057,3461
DROPOFF,8,882a1008d3fffff,2518,4183
DROPOFF,8,882a1008d5fffff,2517,4281
DROPOFF,8,882a1008d7fffff,2204,3524
DROPOFF,8,882a1008d9fffff,2282,3747
DROPOFF,8,882a1008dbfffff,1425,2403
DROPOFF,8,882a1008ddfffff,1826,3045
DROPOFF,8,882a1008e5fffff,1,1
DROPOFF,8,882a1008e7fffff,1,1
DROPOFF,8,882a1008e9fffff,3,3
DROPOFF,8,882a1008ebfffff,2,3
DROPOFF,8,882a1008edfffff,2,2
DROPOFF,8,882a100909fffff,3,7
DROPOFF,8,882a100915fffff,2,10
DROPOFF,8,882a10091dfffff,1,2
DROPOFF,8,882a10093bfffff,1,2
DROPOFF,8,882a100941fffff,2,2
DROPOFF,8,882a100943fffff,1,1
DROPOFF,8,882a100957fffff,1,1
DROPOFF,8,882a100961fffff,1,1
DROPOFF,8,882a100965fffff,1,2
DROPOFF,8,882a100993fffff,1,1
DROPOFF,8,882a100997fffff,6,9
DROPOFF,8,882a10099bfffff,1,3
DROPOFF,8,882a1009a3fffff,1,1
DROPOFF,8,882a1009abfffff,4,7
DROPOFF,8,882a1009b1fffff,3,3
DROPOFF,8,882a1009b3fffff,2,2
DROPOFF,8,882a1009b5fffff,3,4
DROPOFF,8,882a1009dbfffff,1,1
DROPOFF,8,882a1009e1fffff,1,3
DROPOFF,8,882a1009edfffff,2,6
DROPOFF,8,882a100a05fffff,3,4
DROPOFF,8,882a100a0bfffff,2,4
DROPOFF,8,882a100a11fffff,176,271
DROPOFF,8,882a100a13fffff,84,139
DROPOFF,8,882a100a17fffff,461,758
DROPOFF,8,882a100a19fffff,108,188
DROPOFF,8,882a100a1bfffff,50,77
DROPOFF,8,882a100a1dfffff,67,102
DROPOFF,8,882a100a25fffff,2,3
DROPOFF,8,882a100a27fffff,1,1
DROPOFF,8,882a100a35fffff,1,1
DROPOFF,8,882a100a43fffff,8,15
DROPOFF,8,882a100a4bfffff,26,48
DROPOFF,8,882a100a4dfffff,1,6
DROPOFF,8,882a100a51fffff,58,97
DROPOFF,8,882a100a53fffff,79,150
DROPOFF,8,882a100a55fffff,20,29
DROPOFF,8,882a100a57fffff,164,286
DROPOFF,8,882a100a59fffff,15,26
DROPOFF,8,882a100a5bfffff,15,37
DROPOFF,8,882a100a5dfffff,28,34
DROPOFF,8,882a100a65fffff,1,1
DROPOFF,8,882a100a67fffff,1,1
DROPOFF,8,882a100a81fffff,151,237
DROPOFF,8,882a100a83fffff,61,107
DROPOFF,8,882a100a85fffff,62,92
DROPOFF,8,882a100a87fffff,209,352
DROPOFF,8,882a100a89fffff,65,98
DROPOFF,8,882a100a8bfffff,67,118
DROPOFF,8,882a100a8dfffff,97,153
DROPOFF,8,882a100a91fffff,92,128
DROPOFF,8,882a100a93fffff,20,26
DROPOFF,8,882a100a95fffff,93,160
DROPOFF,8,882a100a97fffff,77,151
DROPOFF,8,882a100a99fffff,42,65
DROPOFF,8,882a100a9bfffff,29,51
DROPOFF,8,882a100a9dfffff,68,111
DROPOFF,8,882a100aa1fffff,799,1361
DROPOFF,8,882a100aa3fffff,1224,2097
DROPOFF,8,882a100aa7fffff,163,297
DROPOFF,8,882a100aa9fffff,1141,1821
DROPOFF,8,882a100aabfffff,233,375
DROPOFF,8,882a100aadfffff,108,194
DROPOFF,8,882a100ab1fffff,140,255
DROPOFF,8,882a100ab3fffff,245,381
DROPOFF,8,882a100ab5fffff,1072,1780
DROPOFF,8,882a100ab7fffff,1091,1768
DROPOFF,8,882a100ab9fffff,131,209
DROPOFF,8,882a100abbfffff,195,312
DROPOFF,8,882a100abdfffff,148,244
DROPOFF,8,882a100ac1fffff,70,100
DROPOFF,8,882a100ac3fffff,38,62
DROPOFF,8,882a100ac5fffff,39,61
DROPOFF,8,882a100ac7fffff,72,120
DROPOFF,8,882a100ac9fffff,57,100
DROPOFF,8,882a100acbfffff,28,42
DROPOFF,8,882a100acdfffff,84,144
DROPOFF,8,882a100ad1fffff,18,26
DROPOFF,8,882a100ad3fffff,54,113
DROPOFF,8,882a100ad5fffff,18,30
DROPOFF,8,882a100ad7fffff,35,69
DROPOFF,8,882a100ad9fffff,24,49
DROPOFF,8,882a100adbfffff,26,47
DROPOFF,8,882a100addfffff,35,66
DROPOFF,8,882a100ae1fffff,710,1198
DROPOFF,8,882a100ae3fffff,172,255
DROPOFF,8,882a100ae5fffff,89,142
DROPOFF,8,882a100ae7fffff,887,1418
DROPOFF,8,882a100ae9fffff,205,381
DROPOFF,8,882a100aebfffff,42,68
DROPOFF,8,882a100aedfffff,113,195
DROPOFF,8,882a100b03fffff,1,2
DROPOFF,8,882a100b09fffff,1,1
DROPOFF,8,882a100b1bfffff,2,2
DROPOFF,8,882a100b23fffff,2,2
DROPOFF,8,882a100b31fffff,1,1
DROPOFF,8,882a100b33fffff,1,1
DROPOFF,8,882a100b35fffff,1,1
DROPOFF,8,882a100b37fffff,1,1
DROPOFF,8,882a100b39fffff,1,4
DROPOFF,8,882a100b3bfffff,1,1
DROPOFF,8,882a100b41fffff,1,1
DROPOFF,8,882a100b43fffff,2,2
DROPOFF,8,882a100b4bfffff,1,1
DROPOFF,8,882a100b53fffff,1,1
DROPOFF,8,882a100b59fffff,2,2
DROPOFF,8,882a100b69fffff,1,2
DROPOFF,8,882a100c01fffff,44,100
DROPOFF,8,882a100c03fffff,26,41
DROPOFF,8,882a100c05fffff,80,143
DROPOFF,8,882a100c07fffff,42,63
DROPOFF,8,882a100c09fffff,139,233
DROPOFF,8,882a100c0bfffff,68,109
DROPOFF,8,882a100c0dfffff,67,93
DROPOFF,8,882a100c11fffff,20,30
DROPOFF,8,882a100c13fffff,3,4
DROPOFF,8,882a100c15fffff,22,33
DROPOFF,8,882a100c17fffff,22,35
DROPOFF,8,882a100c19fffff,31,50
DROPOFF,8,882a100c1bfffff,27,36
DROPOFF,8,882a100c1dfffff,12,17
DROPOFF,8,882a100c21fffff,32,59
DROPOFF,8,882a100c23fffff,45,75
DROPOFF,8,882a100c25fffff,19,29
DROPOFF,8,882a100c27fffff,3,3
DROPOFF,8,882a100c29fffff,41,56
DROPOFF,8,882a100c2bfffff,59,103
DROPOFF,8,882a100c2dfffff,16,46
DROPOFF,8,882a100c31fffff,89,163
DROPOFF,8,882a100c33fffff,42,62
DROPOFF,8,882a100c35fffff,124,216
DROPOFF,8,882a100c37fffff,159,287
DROPOFF,8,882a100c39fffff,21,29
DROPOFF,8,882a100c3bfffff,30,51
DROPOFF,8,882a100c3dfffff,45,88
DROPOFF,8,882a100c41fffff,79,130
DROPOFF,8,882a100c43fffff,140,235
DROPOFF,8,882a100c45fffff,266,466
DROPOFF,8,882a100c47fffff,163,255
DROPOFF,8,882a100c49fffff,108,190
DROPOFF,8,882a100c4bfffff,55,79
DROPOFF,8,882a100c4dfffff,141,223
DROPOFF,8,882a100c51fffff,286,428
DROPOFF,8,882a100c53fffff,113,178
DROPOFF,8,882a100c55fffff,181,305
DROPOFF,8,882a100c57fffff,56,76
DROPOFF,8,882a100c59fffff,32,55
DROPOFF,8,882a100c5bfffff,170,300
DROPOFF,8,882a100c5dfffff,155,260
DROPOFF,8,882a100c61fffff,321,534
DROPOFF,8,882a100c63fffff,63,105
DROPOFF,8,882a100c65fffff,393,701
DROPOFF,8,882a100c67fffff,165,263
DROPOFF,8,882a100c69fffff,577,985
DROPOFF,8,882a100c6bfffff,205,326
DROPOFF,8,882a100c6dfffff,191,335
DROPOFF,8,882a100c81fffff,18,32
DROPOFF,8,882a100c83fffff,5,9
DROPOFF,8,882a100c85fffff,21,37
DROPOFF,8,882a100c87fffff,9,11
DROPOFF,8,882a100c89fffff,17,27
DROPOFF,8,882a100c8bfffff,10,13
DROPOFF,8,882a100c8dfffff,24,44
DROPOFF,8,882a100c91fffff,5,8
DROPOFF,8,882a100c99fffff,10,18
DROPOFF,8,882a100c9bfffff,9,12
DROPOFF,8,882a100c9dfffff,13,20
DROPOFF,8,882a100ca1fffff,27,43
DROPOFF,8,882a100ca3fffff,32,62
DROPOFF,8,882a100ca5fffff,17,25
DROPOFF,8,882a100ca7fffff,23,40
DROPOFF,8,882a100ca9fffff,33,67
DROPOFF,8,882a100cabfffff,23,29
DROPOFF,8,882a100cadfffff,28,40
DROPOFF,8,882a100cb1fffff,9,14
DROPOFF,8,882a100cb3fffff,10,15
DROPOFF,8,882a100cb5fffff,8,12
DROPOFF,8,882a100cb7fffff,20,39
DROPOFF,8,882a100cb9fffff,6,8
DROPOFF,8,882a100cbbfffff,1,1
DROPOFF,8,882a100cbdfffff,18,28
DROPOFF,8,882a100cc1fffff,37,48
DROPOFF,8,882a100cc3fffff,21,27
DROPOFF,8,882a100cc5fffff,39,71
DROPOFF,8,882a100cc7fffff,29,39
DROPOFF,8,882a100cc9fffff,35,69
DROPOFF,8,882a100ccbfffff,21,25
DROPOFF,8,882a100ccdfffff,29,47
DROPOFF,8,882a100cd1fffff,20,39
DROPOFF,8,882a100cd3fffff,9,14
DROPOFF,8,882a100cd5fffff,18,29
DROPOFF,8,882a100cd7fffff,17,27
DROPOFF,8,882a100cd9fffff,11,23
DROPOFF,8,882a100cdbfffff,15,25
DROPOFF,8,882a100cddfffff,30,50
DROPOFF,8,882a100ce1fffff,6,16
DROPOFF,8,882a100ce3fffff,16,25
DROPOFF,8,882a100ce5fffff,6,10
DROPOFF,8,882a100ce7fffff,24,39
DROPOFF,8,882a100ce9fffff,1,1
DROPOFF,8,882a100cebfffff,32,47
DROPOFF,8,882a100cedfffff,3,12
DROPOFF,8,882a100d01fffff,832,1403
DROPOFF,8,882a100d03fffff,710,1131
DROPOFF,8,882a100d05fffff,3339,5539
DROPOFF,8,882a100d07fffff,4,4
DROPOFF,8,882a100d09fffff,617,940
DROPOFF,8,882a100d0bfffff,118,194
DROPOFF,8,882a100d0dfffff,453,789
DROPOFF,8,882a100d11fffff,529,887
DROPOFF,8,882a100d13fffff,537,868
DROPOFF,8,882a100d15fffff,889,1388
DROPOFF,8,882a100d17fffff,899,1536
DROPOFF,8,882a100d19fffff,10,17
DROPOFF,8,882a100d1bfffff,11,27
DROPOFF,8,882a100d1dfffff,32,53
DROPOFF,8,882a100d21fffff,24621,41116
DROPOFF,8,882a100d23fffff,16156,26794
DROPOFF,8,882a100d25fffff,12856,21214
DROPOFF,8,882a100d27fffff,15906,25953
DROPOFF,8,882a100d29fffff,25603,42723
DROPOFF,8,882a100d2bfffff,10873,17654
DROPOFF,8,882a100d2dfffff,32965,55375
DROPOFF,8,882a100d31fffff,596,949
DROPOFF,8,882a100d33fffff,310,501
DROPOFF,8,882a100d35fffff,10416,17384
DROPOFF,8,882a100d37fffff,3021,5041
DROPOFF,8,882a100d39fffff,109,180
DROPOFF,8,882a100d3bfffff,1197,2024
DROPOFF,8,882a100d3dfffff,2928,4853
DROPOFF,8,882a100d41fffff,192,301
DROPOFF,8,882a100d43fffff,774,1281
DROPOFF,8,882a100d45fffff,10485,17239
DROPOFF,8,882a100d47fffff,144,214
DROPOFF,8,882a100d49fffff,448,653
DROPOFF,8,882a100d4bfffff,527,880
DROPOFF,8,882a100d4dfffff,3074,5041
DROPOFF,8,882a100d51fffff,540,861
DROPOFF,8,882a100d53fffff,173,303
DROPOFF,8,882a100d55fffff,510,821
DROPOFF,8,882a100d57fffff,108,168
DROPOFF,8,882a100d59fffff,283,477
DROPOFF,8,882a100d5bfffff,594,966
DROPOFF,8,882a100d5dfffff,309,533
DROPOFF,8,882a100d61fffff,33402,54788
DROPOFF,8,882a100d63fffff,24083,39585
DROPOFF,8,882a100d65fffff,27715,47169
DROPOFF,8,882a100d67fffff,28585,47413
DROPOFF,8,882a100d69fffff,18060,29587
DROPOFF,8,882a100d6bfffff,11686,19374
DROPOFF,8,882a100d6dfffff,8714,14930
DROPOFF,8,882a100d81fffff,329,521
DROPOFF,8,882a100d83fffff,230,401
DROPOFF,8,882a100d85fffff,464,743
DROPOFF,8,882a100d87fffff,450,780
DROPOFF,8,882a100d89fffff,380,653
DROPOFF,8,882a100d8bfffff,261,437
DROPOFF,8,882a100d8dfffff,334,569
DROPOFF,8,882a100d91fffff,116,183
DROPOFF,8,882a100d93fffff,51,88
DROPOFF,8,882a100d95fffff,165,261
DROPOFF,8,882a100d97fffff,87,142
DROPOFF,8,882a100d99fffff,55,94
DROPOFF,8,882a100d9bfffff,26,39
DROPOFF,8,882a100d9dfffff,109,195
DROPOFF,8,882a100da1fffff,863,1471
DROPOFF,8,882a100da3fffff,665,1094
DROPOFF,8,882a100da5fffff,1015,1734
DROPOFF,8,882a100da7fffff,933,1524
DROPOFF,8,882a100da9fffff,594,996
DROPOFF,8,882a100dabfffff,686,1123
DROPOFF,8,882a100dadfffff,602,956
DROPOFF,8,882a100db1fffff,397,615
DROPOFF,8,882a100db3fffff,195,344
DROPOFF,8,882a100db5fffff,363,614
DROPOFF,8,882a100db7fffff,194,301
DROPOFF,8,882a100db9fffff,354,582
DROPOFF,8,882a100dbbfffff,143,234
DROPOFF,8,882a100dbdfffff,524,879
DROPOFF,8,882a100dc1fffff,342,579
DROPOFF,8,882a100dc3fffff,409,634
DROPOFF,8,882a100dc5fffff,367,582
DROPOFF,8,882a100dc7fffff,448,732
DROPOFF,8,882a100dc9fffff,50,103
DROPOFF,8,882a100dcbfffff,231,371
DROPOFF,8,882a100dcdfffff,34,52
DROPOFF,8,882a100dd1fffff,214,351
DROPOFF,8,882a100dd3fffff,102,168
DROPOFF,8,882a100dd5fffff,246,438
DROPOFF,8,882a100dd7fffff,169,278
DROPOFF,8,882a100dd9fffff,73,114
DROPOFF,8,882a100ddbfffff,1,1
DROPOFF,8,882a100dddfffff,195,359
DROPOFF,8,882a100de1fffff,425,738
DROPOFF,8,882a100de3fffff,249,397
DROPOFF,8,882a100de5fffff,667,1110
DROPOFF,8,882a100de7fffff,115,160
DROPOFF,8,882a100de9fffff,1154,1953
DROPOFF,8,882a100debfffff,382,680
DROPOFF,8,882a100dedfffff,1816,3041
DROPOFF,8,882a100e01fffff,52,85
DROPOFF,8,882a100e03fffff,50,92
DROPOFF,8,882a100e05fffff,23,39
DROPOFF,8,882a100e07fffff,179,341
DROPOFF,8,882a100e09fffff,5,7
DROPOFF,8,882a100e0bfffff,24,41
DROPOFF,8,882a100e0dfffff,17,28
DROPOFF,8,882a100e11fffff,4,8
DROPOFF,8,882a100e13fffff,21,46
DROPOFF,8,882a100e15fffff,14,21
DROPOFF,8,882a100e17fffff,25,39
DROPOFF,8,882a100e19fffff,4,4
DROPOFF,8,882a100e1bfffff,3,10
DROPOFF,8,882a100e1dfffff,17,38
DROPOFF,8,882a100e21fffff,2,2
DROPOFF,8,882a100e23fffff,54,72
DROPOFF,8,882a100e25fffff,1900,3213
DROPOFF,8,882a100e27fffff,85,141
DROPOFF,8,882a100e29fffff,12,31
DROPOFF,8,882a100e2bfffff,22,36
DROPOFF,8,882a100e31fffff,10,22
DROPOFF,8,882a100e33fffff,1,1
DROPOFF,8,882a100e35fffff,11,12
DROPOFF,8,882a100e37fffff,32,57
DROPOFF,8,882a100e39fffff,25,42
DROPOFF,8,882a100e3bfffff,24,40
DROPOFF,8,882a100e3dfffff,18,43
DROPOFF,8,882a100e41fffff,9,20
DROPOFF,8,882a100e43fffff,12,23
DROPOFF,8,882a100e45fffff,13,15
DROPOFF,8,882a100e47fffff,13,20
DROPOFF,8,882a100e49fffff,14,20
DROPOFF,8,882a100e4bfffff,9,17
DROPOFF,8,882a100e4dfffff,8,17
DROPOFF,8,882a100e51fffff,7,17
DROPOFF,8,882a100e53fffff,14,28
DROPOFF,8,882a100e55fffff,6,8
DROPOFF,8,882a100e57fffff,17,26
DROPOFF,8,882a100e59fffff,8,13
DROPOFF,8,882a100e5bfffff,12,26
DROPOFF,8,882a100e5dfffff,9,13
DROPOFF,8,882a100e61fffff,14,20
DROPOFF,8,882a100e63fffff,8,19
DROPOFF,8,882a100e65fffff,11,17
DROPOFF,8,882a100e67fffff,11,22
DROPOFF,8,882a100e69fffff,14,32
DROPOFF,8,882a100e6bfffff,14,22
DROPOFF,8,882a100e6dfffff,13,19
DROPOFF,8,882a100e81fffff,24,38
DROPOFF,8,882a100e83fffff,57,92
DROPOFF,8,882a100e85fffff,77,127
DROPOFF,8,882a100e87fffff,53,100
DROPOFF,8,882a100e89fffff,22,48
DROPOFF,8,882a100e8bfffff,51,73
DROPOFF,8,882a100e8dfffff,39,52
DROPOFF,8,882a100e91fffff,13,33
DROPOFF,8,882a100e93fffff,9,12
DROPOFF,8,882a100e95fffff,9,16
DROPOFF,8,882a100e97fffff,17,30
DROPOFF,8,882a100e99fffff,7,7
DROPOFF,8,882a100e9bfffff,11,13
DROPOFF,8,882a100e9dfffff,9,14
DROPOFF,8,882a100ea1fffff,56,97
DROPOFF,8,882a100ea3fffff,62,111
DROPOFF,8,882a100ea5fffff,40,69
DROPOFF,8,882a100ea7fffff,5,8
DROPOFF,8,882a100ea9fffff,101,180
DROPOFF,8,882a100eabfffff,52,68
DROPOFF,8,882a100eadfffff,163,282
DROPOFF,8,882a100eb1fffff,22,34
DROPOFF,8,882a100eb3fffff,33,99
DROPOFF,8,882a100eb5fffff,30,54
DROPOFF,8,882a100eb7fffff,21,33
DROPOFF,8,882a100eb9fffff,43,75
DROPOFF,8,882a100ebbfffff,44,80
DROPOFF,8,882a100ebdfffff,18,19
DROPOFF,8,882a100ec1fffff,19,34
DROPOFF,8,882a100ec3fffff,17,26
DROPOFF,8,882a100ec5fffff,25,38
DROPOFF,8,882a100ec7fffff,19,33
DROPOFF,8,882a100ec9fffff,18,46
DROPOFF,8,882a100ecbfffff,15,24
DROPOFF,8,882a100ecdfffff,17,31
DROPOFF,8,882a100ed1fffff,11,14
DROPOFF,8,882a100ed3fffff,6,12
DROPOFF,8,882a100ed5fffff,37,51
DROPOFF,8,882a100ed7fffff,14,24
DROPOFF,8,882a100ed9fffff,12,24
DROPOFF,8,882a100edbfffff,5,8
DROPOFF,8,882a100eddfffff,16,28
DROPOFF,8,882a100ee1fffff,36,64
DROPOFF,8,882a100ee3fffff,36,55
DROPOFF,8,882a100ee5fffff,10,21
DROPOFF,8,882a100ee7fffff,17,25
DROPOFF,8,882a100ee9fffff,31,39
DROPOFF,8,882a100eebfffff,18,31
DROPOFF,8,882a100eedfffff,13,29
DROPOFF,8,882a100f01fffff,18,28
DROPOFF,8,882a100f03fffff,88,147
DROPOFF,8,882a100f05fffff,75,137
DROPOFF,8,882a100f07fffff,592,1040
DROPOFF,8,882a100f11fffff,103,163
DROPOFF,8,882a100f13fffff,296,517
DROPOFF,8,882a100f15fffff,83,129
DROPOFF,8,882a100f17fffff,134,206
DROPOFF,8,882a100f19fffff,200,325
DROPOFF,8,882a100f1bfffff,77,139
DROPOFF,8,882a100f1dfffff,353,578
DROPOFF,8,882a100f21fffff,8,20
DROPOFF,8,882a100f23fffff,559,909
DROPOFF,8,882a100f25fffff,802,1308
DROPOFF,8,882a100f27fffff,27,38
DROPOFF,8,882a100f29fffff,24,44
DROPOFF,8,882a100f2bfffff,344,568
DROPOFF,8,882a100f2dfffff,20,41
DROPOFF,8,882a100f31fffff,774,1341
DROPOFF,8,882a100f33fffff,301,488
DROPOFF,8,882a100f35fffff,1277,2157
DROPOFF,8,882a100f37fffff,832,1358
DROPOFF,8,882a100f39fffff,353,560
DROPOFF,8,882a100f3bfffff,143,232
DROPOFF,8,882a100f3dfffff,699,1173
DROPOFF,8,882a100f43fffff,1,2
DROPOFF,8,882a100f49fffff,2,3
DROPOFF,8,882a100f4dfffff,13,18
DROPOFF,8,882a100f51fffff,1,1
DROPOFF,8,882a100f53fffff,6288,10350
DROPOFF,8,882a100f57fffff,364,671
DROPOFF,8,882a100f61fffff,26,39
DROPOFF,8,882a100f63fffff,3,4
DROPOFF,8,882a100f65fffff,43,84
DROPOFF,8,882a100f67fffff,70,142
DROPOFF,8,882a100f69fffff,30,50
DROPOFF,8,882a100f6dfffff,126,212
DROPOFF,8,882a101001fffff,2,2
DROPOFF,8,882a101007fffff,2,7
DROPOFF,8,882a101009fffff,1,1
DROPOFF,8,882a10100bfffff,3,6
DROPOFF,8,882a101029fffff,1,1
DROPOFF,8,882a101037fffff,1,1
DROPOFF,8,882a10104dfffff,1,1
DROPOFF,8,882a10106bfffff,3,7
DROPOFF,8,882a101115fffff,1,1
DROPOFF,8,882a101123fffff,1,1
DROPOFF,8,882a101125fffff,1,1
DROPOFF,8,882a101129fffff,2,4
DROPOFF,8,882a101133fffff,1,1
DROPOFF,8,882a101159fffff,4,4
DROPOFF,8,882a101169fffff,7,11
DROPOFF,8,882a10116bfffff,1,1
DROPOFF,8,882a10116dfffff,3,4
DROPOFF,8,882a101185fffff,1,2
DROPOFF,8,882a10118bfffff,1,1
DROPOFF,8,882a101197fffff,1,1
DROPOFF,8,882a1011a3fffff,3,3
DROPOFF,8,882a1011a5fffff,1,1
DROPOFF,8,882a1011a9fffff,1,1
DROPOFF,8,882a1011b1fffff,4,5
DROPOFF,8,882a1011b3fffff,1,1
DROPOFF,8,882a1011b5fffff,4,9
DROPOFF,8,882a1011b9fffff,1,1
DROPOFF,8,882a1011bdfffff,2,6
DROPOFF,8,882a1011c3fffff,1,1
DROPOFF,8,882a1011c5fffff,1,1
DROPOFF,8,882a1011c7fffff,1,1
DROPOFF,8,882a1011c9fffff,1,2
DROPOFF,8,882a1011cbfffff,1,3
DROPOFF,8,882a1011d7fffff,1,1
DROPOFF,8,882a101201fffff,1,1
DROPOFF,8,882a101203fffff,2,2
DROPOFF,8,882a101205fffff,1,1
DROPOFF,8,882a10120bfffff,1,1
DROPOFF,8,882a101223fffff,2,2
DROPOFF,8,882a10124bfffff,1,3
DROPOFF,8,882a101255fffff,1,1
DROPOFF,8,882a101265fffff,1,2
DROPOFF,8,882a101303fffff,1,1
DROPOFF,8,882a101305fffff,1,2
DROPOFF,8,882a10130bfffff,3,8
DROPOFF,8,882a101331fffff,2,2
DROPOFF,8,882a101333fffff,1,1
DROPOFF,8,882a101337fffff,1,1
DROPOFF,8,882a101369fffff,2,3
DROPOFF,8,882a101423fffff,1,6
DROPOFF,8,882a101427fffff,1,1
DROPOFF,8,882a10143dfffff,2,2
DROPOFF,8,882a1014c5fffff,1,4
DROPOFF,8,882a1014dbfffff,1,1
DROPOFF,8,882a1014e5fffff,1,1
DROPOFF,8,882a101513fffff,1,1
DROPOFF,8,882a101555fffff,2,2
DROPOFF,8,882a101585fffff,1,1
DROPOFF,8,882a101587fffff,1,1
DROPOFF,8,882a1015b3fffff,1,1
DROPOFF,8,882a1015b5fffff,1,1
DROPOFF,8,882a1015c1fffff,1,2
DROPOFF,8,882a1015c5fffff,1,1
DROPOFF,8,882a1015c9fffff,1,1
DROPOFF,8,882a1015ddfffff,2,2
DROPOFF,8,882a101625fffff,1,1
DROPOFF,8,882a1016bbfffff,1,1
DROPOFF,8,882a101809fffff,1,1
DROPOFF,8,882a101811fffff,4,7
DROPOFF,8,882a101813fffff,1,3
DROPOFF,8,882a101815fffff,1,1
DROPOFF,8,882a101817fffff,1,1
DROPOFF,8,882a101819fffff,1,5
DROPOFF,8,882a10181dfffff,1,6
DROPOFF,8,882a101843fffff,1,1
DROPOFF,8,882a10184bfffff,1,4
DROPOFF,8,882a101857fffff,1,3
DROPOFF,8,882a101883fffff,1,1
DROPOFF,8,882a101887fffff,2,7
DROPOFF,8,882a101889fffff,1,1
DROPOFF,8,882a10188bfffff,2,6
DROPOFF,8,882a101891fffff,5,9
DROPOFF,8,882a101893fffff,2,2
DROPOFF,8,882a101895fffff,1,1
DROPOFF,8,882a101897fffff,9,9
DROPOFF,8,882a101899fffff,3,3
DROPOFF,8,882a10189bfffff,1,1
DROPOFF,8,882a10189dfffff,8,10
DROPOFF,8,882a1018a1fffff,1,2
DROPOFF,8,882a1018a3fffff,3,5
DROPOFF,8,882a1018a9fffff,5,10
DROPOFF,8,882a1018abfffff,1,1
DROPOFF,8,882a1018adfffff,1,1
DROPOFF,8,882a1018b1fffff,2,2
DROPOFF,8,882a1018b5fffff,13,16
DROPOFF,8,882a1018b7fffff,24,41
DROPOFF,8,882a1018b9fffff,1,2
DROPOFF,8,882a1018bdfffff,3,7
DROPOFF,8,882a1018cbfffff,1,1
DROPOFF,8,882a1018d1fffff,4,4
DROPOFF,8,882a1018d3fffff,4,8
DROPOFF,8,882a1018d5fffff,2,7
DROPOFF,8,882a1018d7fffff,1,1
DROPOFF,8,882a1018d9fffff,2,3
DROPOFF,8,882a1018dbfffff,1,2
DROPOFF,8,882a1018ddfffff,1,1
DROPOFF,8,882a1018e1fffff,1,1
DROPOFF,8,882a1018e3fffff,1,1
DROPOFF,8,882a1018e5fffff,1,1
DROPOFF,8,882a1018e7fffff,1,1
DROPOFF,8,882a1018e9fffff,2,2
DROPOFF,8,882a1018edfffff,1,1
DROPOFF,8,882a10196dfffff,1,1
DROPOFF,8,882a101987fffff,2,3
DROPOFF,8,882a10198dfffff,1,1
DROPOFF,8,882a1019b3fffff,2,2
DROPOFF,8,882a1019b7fffff,2,3
DROPOFF,8,882a101a03fffff,2,2
DROPOFF,8,882a101a0dfffff,1,1
DROPOFF,8,882a101a17fffff,1,1
DROPOFF,8,882a101a1bfffff,1,1
DROPOFF,8,882a101a21fffff,1,1
DROPOFF,8,882a101a23fffff,1,1
DROPOFF,8,882a101a25fffff,1,1
DROPOFF,8,882a101a4bfffff,1,1
DROPOFF,8,882a101a87fffff,1,1
DROPOFF,8,882a101a95fffff,1,1
DROPOFF,8,882a101a97fffff,1,1
DROPOFF,8,882a101a99fffff,1,1
DROPOFF,8,882a101a9bfffff,1,1
DROPOFF,8,882a101ab1fffff,3,4
DROPOFF,8,882a101ab3fffff,2,2
DROPOFF,8,882a101ab7fffff,7,15
DROPOFF,8,882a101ab9fffff,2,6
DROPOFF,8,882a101abbfffff,1,1
DROPOFF,8,882a101abdfffff,1,1
DROPOFF,8,882a101ac5fffff,1,1
DROPOFF,8,882a101ac7fffff,1,1
DROPOFF,8,882a101acdfffff,1,3
DROPOFF,8,882a101addfffff,1,1
DROPOFF,8,882a101ae1fffff,1,1
DROPOFF,8,882a101b31fffff,1,4
DROPOFF,8,882a102907fffff,1,1
DROPOFF,8,882a102a01fffff,1,1
DROPOFF,8,882a10303dfffff,1,2
DROPOFF,8,882a10310bfffff,1,1
DROPOFF,8,882a103129fffff,1,1
DROPOFF,8,882a103131fffff,1,2
DROPOFF,8,882a103145fffff,1,1
DROPOFF,8,882a10314dfffff,2,3
DROPOFF,8,882a103163fffff,2,3
DROPOFF,8,882a103165fffff,1,2
DROPOFF,8,882a1031e5fffff,2,2
DROPOFF,8,882a103265fffff,1,1
DROPOFF,8,882a10326dfffff,1,1
DROPOFF,8,882a103307fffff,1,2
DROPOFF,8,882a103321fffff,2,6
DROPOFF,8,882a10332dfffff,2,2
DROPOFF,8,882a103335fffff,1,1
DROPOFF,8,882a103351fffff,2,2
DROPOFF,8,882a103355fffff,1,1
DROPOFF,8,882a103357fffff,1,1
DROPOFF,8,882a10335dfffff,1,1
DROPOFF,8,882a103801fffff,1,1
DROPOFF,8,882a103803fffff,1,4
DROPOFF,8,882a103807fffff,1,1
DROPOFF,8,882a103809fffff,3,3
DROPOFF,8,882a10380bfffff,1,2
